idx,image_id,prediction,gold,EM,F1,BLEU4,ROUGE_L_F1
1178,,"< c1,CAM_FRON","The priority of the objects that the ego vehicle should consider, in descending order, is < c1,CAM_FRONT_RIGHT,340.8,611.7>, < c4,CAM_FRONT,387.5,632.9>, < c6,CAM_FRONT,933.6,305.7>, < c3,CAM_FRONT,849.2,499.2>, < c5,CAM_BACK,283.4,688.7>, < c2,CAM_BACK,855.0,630.0>.",0,0.0,0.0,0.0
1179,,Water droplets on the glass will affect,Water droplets on the glass will affect visibility.,0,0.923077,0.846482,0.923077
1180,,"None, no, none.","None, no, none.",1,1.0,0.0,1.0
1181,,"The action is none, the reason is","The action is to do nothing, the reason is that there is no safety issue.",0,0.444444,0.0,0.444444
1182,,Going ahead.,Going ahead.,1,1.0,0.0,1.0
1183,,Slight left turn.,Moderate left turn.,0,0.666667,0.0,0.666667
1184,,No.,No.,1,1.0,0.0,1.0
1185,,None.,None.,1,1.0,0.0,1.0
1186,,Many cars are parked.,Two cars are parked.,0,0.75,0.0,0.75
1187,,"Back up, brake suddenly.",Turn left.,0,0.0,0.0,0.0
1188,,"None, no, none.","None, no, none.",1,1.0,0.0,1.0
1189,,Low.,Low.,1,1.0,0.0,1.0
1190,,Yes.,Yes.,1,1.0,0.0,1.0
1191,,The ego vehicle.,The ego vehicle.,1,1.0,0.0,1.0
1192,,"< c1,CAM_BACK","< c2,CAM_FRONT,805.0,406.7> is in the ego lane.",0,0.0,0.0,0.0
1193,,None.,None.,1,1.0,0.0,1.0
1194,,"None, no, none.","None, no, none.",1,1.0,0.0,1.0
1195,,The action is to keep going at the,"The action is to keep going at the same speed. The reason is that the object has little reference value for the ego vehicle, and the probability is high.",0,0.413793,0.058816,0.413793
1196,,There are many cars and one truck in,"There are many pedestrians, many barriers, one trailer, and many cars in front of the ego car.",0,0.583333,0.0,0.416667
1197,,Yes.,Yes.,1,1.0,0.0,1.0
1198,,One car is moving.,One car is moving.,1,1.0,1.0,1.0
1199,,Accelerating and going straight.,Accelerate and go straight.,0,0.5,0.0,0.5
1200,,The ego vehicle.,The ego vehicle.,1,1.0,0.0,1.0
1201,,No.,No.,1,1.0,0.0,1.0
1202,,None.,None.,1,1.0,0.0,1.0
1203,,There are many cars to the back right,"There are many cars, two traffic cones, and one bicycle to the back right of the ego car.",0,0.608696,0.16438,0.608696
1204,,There are many cars and one truck to,"There are two pedestrians, three cars, and one truck to the front left of the ego car.",0,0.608696,0.247868,0.608696
1205,,The ego vehicle.,The ego vehicle.,1,1.0,0.0,1.0
1206,,The action is to keep going at the,"The action is to keep going at the same speed. The reason is to avoid a collision, high.",0,0.6,0.263597,0.6
1207,,No.,No.,1,1.0,0.0,1.0
1208,,There are many traffic elements in the front,"There are many traffic elements in the front view. The information of these traffic elements is [(traffic light, red, 887.36, 430.31, 892.43, 442.32), (traffic light, red, 838.78, 425.41, 843.44, 434.55), (traffic light, red, 805.47, 425.24, 809.65, 435.12), (traffic light, red, 791.53, 436.6, 796.19, 445.71), (traffic light, green, 844.22, 443.44, 847",0,0.254545,0.002859,0.254545
1209,,"The action is none, the reason is","The action is to keep going at the same speed, the reason is there is no safety issue.",0,0.4,0.0,0.4
1210,,"Yes, there are traffic elements in the","Yes, there are some traffic elements in the front view.",0,0.8,0.0,0.8
1211,,There is one moving car behind the,"There is one moving car in front of the ego car, two moving cars behind the ego car, two parked cars to the back right of the ego car, two parked cars behind the ego car, one parked truck behind the ego car, two barriers to the back left of the ego car, and two moving pedestrians in front of the ego car.",0,0.2,0.000267,0.2
1212,,Red light.,White letter.,0,0.0,0.0,0.0
1213,,Black sedan.,Gray sedan.,0,0.5,0.0,0.5
1214,,"Back up, brake suddenly.","Back up, turn right.",0,0.5,0.0,0.5
1215,,No.,No.,1,1.0,0.0,1.0
1216,,No.,No.,1,1.0,0.0,1.0
1217,,No.,No.,1,1.0,0.0,1.0
1218,,None.,None.,1,1.0,0.0,1.0
1219,,No.,No.,1,1.0,0.0,1.0
1220,,Black sedan.,White sedan.,0,0.5,0.0,0.5
1221,,"Back up, brake suddenly.","Accelerate and go ahead, back up.",0,0.4,0.0,0.4
1222,,There are many cars and one truck behind,"There are two cars, many traffic cones, and two trucks behind the ego car.",0,0.571429,0.0,0.47619
1223,,There is a white truck to the,"There is a white van to the front right of the ego vehicle, a white commercial vehicle to the back of the ego vehicle, a black SUV to the front of the ego vehicle, a traffic police to the front of the ego vehicle, a black compact car to the front of the ego vehicle, and a red light to the front of the ego vehicle. The IDs of these objects are < c1,CAM_FRONT_RIGHT,1164.4,534.4>, < c2,CAM_BACK,797.5,627.5>, <",0,0.133333,0.0,0.133333
1224,,The action is to keep going at the,"The action is to keep going at the same speed. The reason is that the object has little reference value for the ego vehicle, with a high probability.",0,0.428571,0.069483,0.428571
1225,,No.,No.,1,1.0,0.0,1.0
1226,,No.,Yes.,0,0.0,0.0,0.0
1227,,No.,No.,1,1.0,0.0,1.0
1228,,Yes.,Yes.,1,1.0,0.0,1.0
1229,,One pedestrian is moving.,The pedestrian to the back left of the ego car is moving.,0,0.461538,0.0,0.461538
1230,,Yes.,Yes.,1,1.0,0.0,1.0
1231,,Yes.,Yes.,1,1.0,0.0,1.0
1232,,The action is to keep going at the,"The action is to keep going at the same speed. The reason is that there is no safety issue, and the probability is high.",0,0.461538,0.096972,0.461538
1233,,"Back up, brake suddenly.","Back up, accelerate, and proceed.",0,0.444444,0.0,0.444444
1234,,Black sedan.,White commercial vehicle.,0,0.0,0.0,0.0
1235,,There are many cars and one truck to,"There are two bicycles, two pedestrians, and one car to the front right of the ego car.",0,0.434783,0.0,0.434783
1236,,There are many cars and one truck to,There are many pedestrians to the back left of the ego car.,0,0.444444,0.0,0.444444
1237,,No.,No.,1,1.0,0.0,1.0
1238,,Black sedan.,White truck.,0,0.0,0.0,0.0
1239,,"< c2,CAM_FRON","< c3,CAM_BACK_RIGHT,192.5,477.5> is in front of < c1,CAM_BACK,238.3,541.7>, < c2,CAM_FRONT_LEFT,1088.3,558.3> is on the front left of < c1,CAM_BACK,238.3,541.7>, and < c3,CAM_BACK_RIGHT,192.5,477.5> is on the back right of < c2,CAM_FRONT_LEFT,1088.3,558.",0,0.0,0.0,0.0
1240,,"The action is none, the reason is",The action is to keep going at the same speed; the reason is that there is no safety issue.,0,0.380952,0.0,0.380952
1241,,"None, no, none.","None, no, none.",1,1.0,0.0,1.0
1242,,Keep going straight.,Keep going straight.,1,1.0,0.0,1.0
1243,,"None, no, none.","None, no, none.",1,1.0,0.0,1.0
1244,,One bicycle is without a rider,One bicycle is with a rider.,0,0.8,0.0,0.8
1245,,Back up.,Back up.,1,1.0,0.0,1.0
1246,,Two trucks are parked.,"Many trucks are parked, and one is moving.",0,0.5,0.0,0.5
1247,,None.,None.,1,1.0,0.0,1.0
1248,,Keep going straight.,Keep going straight.,1,1.0,0.0,1.0
1249,,"< c1,CAM_BACK","< c2,CAM_BACK,840.0,651.7> is in the ego lane.",0,0.0,0.0,0.0
1250,,One pedestrian is moving.,The pedestrian to the front left of the ego car is moving.,0,0.461538,0.0,0.461538
1251,,"Keep going at the same speed, accelerate",Keep going at the same speed and turn left.,0,0.714286,0.544446,0.714286
1252,,Yes.,Yes.,1,1.0,0.0,1.0
1253,,Many cars are parked.,Three cars are parked.,0,0.75,0.0,0.75
1254,,The trailer to the back right of the,The trailer to the back right of the ego car is parked.,0,0.714286,0.449329,0.714286
1255,,Only one of the boxes is a,Only one of the boxes is a traffic sign.,0,0.833333,0.67032,0.833333
1256,,Yes.,Yes.,1,1.0,0.0,1.0
1257,,Stationary.,Stationary.,1,1.0,0.0,1.0
1258,,Yes.,No.,0,0.0,0.0,0.0
1259,,The ego vehicle.,"< c4,CAM_BACK_RIGHT,690.0,577.5>.",0,0.0,0.0,0.0
1260,,The action is to keep going at the,"The action is to turn right. The reason is to follow the traffic rules, which is high probability.",0,0.285714,0.0,0.285714
1261,,No.,Yes.,0,0.0,0.0,0.0
1262,,White truck.,White motorhome.,0,0.5,0.0,0.5
1263,,No.,No.,1,1.0,0.0,1.0
1264,,There is one moving car behind the,"There is one moving car behind the ego car, two parked cars in front of the ego car, many standing pedestrians behind the ego car, and one moving pedestrian behind the ego car.",0,0.342857,0.021637,0.342857
1265,,Yes.,No.,0,0.0,0.0,0.0
1266,,Yes.,Yes.,1,1.0,0.0,1.0
1267,,One construction vehicle is parked.,One construction vehicle is parked.,1,1.0,1.0,1.0
1268,,"< c1,CAM_BACK","< c1,CAM_FRONT,863.3,611.7> is in the ego lane.",0,0.0,0.0,0.0
1269,,Black sedan.,White small car.,0,0.0,0.0,0.0
1270,,"< c2,CAM_BACK","< c1,CAM_BACK,821.7,543.3>.",0,0.0,0.0,0.0
1271,,Black sedan.,White truck.,0,0.0,0.0,0.0
1272,,Yes.,No.,0,0.0,0.0,0.0
1273,,No.,No.,1,1.0,0.0,1.0
1274,,Stationary.,Moving.,0,0.0,0.0,0.0
1275,,Yes.,Yes.,1,1.0,0.0,1.0
1276,,Yes.,Yes.,1,1.0,0.0,1.0
1277,,Yes.,Yes.,1,1.0,0.0,1.0
1278,,No.,No.,1,1.0,0.0,1.0
1279,,Yes.,Yes.,1,1.0,0.0,1.0
1280,,The pedestrian in front of the ego,The pedestrian in front of the ego car is moving.,0,0.769231,0.548812,0.769231
1281,,One truck is parked.,One truck is parked.,1,1.0,1.0,1.0
1282,,"< c2,CAM_FRON","< c3,CAM_FRONT,250.8,418.3> is in front of < c1,CAM_FRONT,39.2,440.0>, < c2,CAM_BACK,1009.2,655.0> is behind < c1,CAM_FRONT,39.2,440.0>, and < c3,CAM_FRONT,250.8,418.3> is in front of < c2,CAM_BACK,1009.2,655.0>.",0,0.0,0.0,0.0
1283,,Yes.,No.,0,0.0,0.0,0.0
1284,,"< c2,CAM_FRON","< c2, CAM_FRONT, 794.8, 425.5> is on the back right of < c1, CAM_FRONT, 455.8, 508.3>.",0,0.0,0.0,0.0
1285,,The action is to keep going at the,The action is to keep going at the same speed. The reason is that there is no safety issue. The probability of this action is high.,0,0.428571,0.069483,0.428571
1286,,Go straight.,Go straight.,1,1.0,0.0,1.0
1287,,Go straight.,Turn left.,0,0.0,0.0,0.0
1288,,White truck.,White SUV.,0,0.5,0.0,0.5
1289,,Please proceed.,Please wait.,0,0.5,0.0,0.5
1290,,No.,No.,1,1.0,0.0,1.0
1291,,Stationary.,Stationary.,1,1.0,0.0,1.0
1292,,Keep going straight.,Stationary.,0,0.0,0.0,0.0
1293,,Keep going straight.,Stationary.,0,0.0,0.0,0.0
1294,,Only one of the boxes is a,Only one of the boxes is a traffic sign.,0,0.833333,0.67032,0.833333
1295,,Yes.,Yes.,1,1.0,0.0,1.0
1296,,Yes.,Yes.,1,1.0,0.0,1.0
1297,,Stationary.,Moving.,0,0.0,0.0,0.0
1298,,Keep going at the same speed.,Decelerate gradually until it comes to a stop.,0,0.0,0.0,0.0
1299,,The ego vehicle.,The ego vehicle.,1,1.0,0.0,1.0
1300,,The pedestrian in front of the ego,The pedestrian in front of the ego car is moving.,0,0.769231,0.548812,0.769231
1301,,One bus is moving.,One bus is stopped.,0,0.75,0.0,0.75
1302,,Traffic sign.,Traffic sign.,1,1.0,0.0,1.0
1303,,One trailer is parked.,The trailer to the back of the ego car is parked.,0,0.5,0.0,0.5
1304,,The action is to keep going at the,"The action is to keep going at the same speed. The reason is that the object has little reference value for the ego vehicle, and the probability is high.",0,0.413793,0.058816,0.413793
1305,,"Firstly, notice < c3,","Firstly, notice < c3, CAM_FRONT_RIGHT, 558.3, 647.5>. The object is going ahead, so the ego vehicle should continue at the same speed. Secondly, notice < c4, CAM_FRONT, 1259.6, 558.3>. The object is going ahead, so the ego vehicle should continue at the same speed. Thirdly, notice < c5, CAM_FRONT, 887.5, 520.8>. The object is going ahead, so the ego vehicle should continue at the same speed.",0,0.105263,0.0,0.105263
1306,,No.,No.,1,1.0,0.0,1.0
1307,,Going ahead.,Going ahead.,1,1.0,0.0,1.0
1308,,The trailer to the front left of the,The trailer to the front left of the ego car is parked.,0,0.714286,0.449329,0.714286
1309,,Yes.,Yes.,1,1.0,0.0,1.0
1310,,There are many cars and one truck to,There are two pedestrians to the front right of the ego car.,0,0.333333,0.0,0.333333
1311,,Low.,Low.,1,1.0,0.0,1.0
1312,,No.,No.,1,1.0,0.0,1.0
1313,,Stationary.,Stationary.,1,1.0,0.0,1.0
1314,,One pedestrian is moving.,The pedestrian to the front left of the ego car is moving.,0,0.461538,0.0,0.461538
1315,,Neither is a traffic sign.,Only one of the boxes is a traffic sign.,0,0.545455,0.0,0.545455
1316,,"< c2,CAM_FRON","< c2,CAM_FRONT,805.0,406.7> is on the front right of < c1,CAM_BACK_LEFT,1340.8,565.0>.",0,0.0,0.0,0.0
1317,,Yes.,Yes.,1,1.0,0.0,1.0
1318,,Moving.,Moving.,1,1.0,0.0,1.0
1319,,Brake suddenly.,Back up.,0,0.0,0.0,0.0
1320,,Silver sedan.,Yellow sedan.,0,0.5,0.0,0.5
1321,,There is a white truck to the,"There is a black car to the back of the ego vehicle, a blue car to the back of the ego vehicle, a pedestrian wearing black clothes to the front right of the ego vehicle, a red traffic sign to the front of the ego vehicle, and a white traffic sign to the front of the ego vehicle. The IDs of these objects are < c1,CAM_BACK,1060.0,525.8>, < c2,CAM_BACK,977.5,545.8>, < c3,CAM_FRONT_RIGHT,2",0,0.142857,0.0,0.142857
1322,,No.,No.,1,1.0,0.0,1.0
1323,,No.,No.,1,1.0,0.0,1.0
1324,,Stationary.,Stationary.,1,1.0,0.0,1.0
1325,,Yes.,Yes.,1,1.0,0.0,1.0
1326,,No.,No.,1,1.0,0.0,1.0
1327,,Keep going straight.,Stationary.,0,0.0,0.0,0.0
1328,,No.,No.,1,1.0,0.0,1.0
1329,,The trailer to the front right of the,The trailer to the front right of the ego car is moving.,0,0.714286,0.449329,0.714286
1330,,No.,No.,1,1.0,0.0,1.0
1331,,None.,None.,1,1.0,0.0,1.0
1332,,There are many cars and one truck to,"There are three cars, one motorcycle, one barrier, one pedestrian, and one bicycle to the back left of the ego car.",0,0.444444,0.0,0.444444
1333,,No.,No.,1,1.0,0.0,1.0
1334,,Yes.,No.,0,0.0,0.0,0.0
1335,,Moving.,Moving.,1,1.0,0.0,1.0
1336,,Yes.,Yes.,1,1.0,0.0,1.0
1337,,Reversing to the left rear.,No such action will lead to a collision.,0,0.181818,0.0,0.181818
1338,,Go straight.,Go straight.,1,1.0,0.0,1.0
1339,,The action is to keep going at the,"The action is to keep going at the same speed. The reason is that there is no safety issue, and the probability is high.",0,0.461538,0.096972,0.461538
1340,,Keep going straight.,Keep going straight.,1,1.0,0.0,1.0
1341,,Keep going straight.,Keep going straight.,1,1.0,0.0,1.0
1342,,Yes.,Yes.,1,1.0,0.0,1.0
1343,,No.,No.,1,1.0,0.0,1.0
1344,,There are many cars and one truck behind,There are many cars behind the ego car.,0,0.666667,0.365555,0.666667
1345,,No.,No.,1,1.0,0.0,1.0
1346,,The action is to keep going at the,"The action is to brake gently to a stop. The reason is to follow the traffic rules, which is high probability.",0,0.26087,0.0,0.26087
1347,,Black sedan.,White sedan.,0,0.5,0.0,0.5
1348,,Yes.,Yes.,1,1.0,0.0,1.0
1349,,The trailer to the front right of the,The trailer to the front right of the ego car is parked.,0,0.714286,0.449329,0.714286
1350,,"Back up, brake suddenly.","Slightly offset to the left, turn left.",0,0.0,0.0,0.0
1351,,"< c2,CAM_BACK",None.,0,0.0,0.0,0.0
1352,,No.,No.,1,1.0,0.0,1.0
1353,,No.,No.,1,1.0,0.0,1.0
1354,,One car is moving.,One car is moving.,1,1.0,1.0,1.0
1355,,No.,No.,1,1.0,0.0,1.0
1356,,No.,No.,1,1.0,0.0,1.0
1357,,"< c1,CAM_FRON","The priority of the objects that the ego vehicle should consider (in descending order) is < c2,CAM_FRONT,249.2,385.0>, < c4,CAM_FRONT_LEFT,917.5,688.3>, < c1,CAM_BACK_RIGHT,804.2,540.8>, < c3,CAM_BACK,884.2,536.7>.",0,0.0,0.0,0.0
1358,,"Many cars are parked, and one","Many cars are parked, and three are moving.",0,0.714286,0.544446,0.714286
1359,,Low.,Low.,1,1.0,0.0,1.0
1360,,The ego vehicle is going straight.,The ego vehicle is going straight. The ego vehicle is driving slowly.,0,0.666667,0.367879,0.666667
1361,,Yes.,Yes.,1,1.0,0.0,1.0
1362,,Keep going straight.,Keep going straight.,1,1.0,0.0,1.0
1363,,Yes.,Yes.,1,1.0,0.0,1.0
1364,,Many trailers are parked.,"Many trailers are parked, and one is moving.",0,0.666667,0.367879,0.666667
1365,,"The action is none, the reason is",The action is to keep going at the same speed; the reason is there is no safety issue.,0,0.4,0.0,0.4
1366,,None.,"< c1,CAM_BACK,821.7,543.3>.",0,0.0,0.0,0.0
1367,,"Many cars are parked, and one","Many cars are parked, and one is moving.",0,0.857143,0.716531,0.857143
1368,,Yes.,Yes.,1,1.0,0.0,1.0
1369,,Going ahead.,Going ahead.,1,1.0,0.0,1.0
1370,,Yes.,No.,0,0.0,0.0,0.0
1371,,"< c1,CAM_FRON","The priority of the objects that the ego vehicle should consider (in descending order) is < c1, CAM_FRONT_RIGHT, 433.3, 650.8>, < c3, CAM_FRONT_RIGHT, 191.7, 611.7>, < c4, CAM_BACK, 905.0, 529.2>, < c2, CAM_BACK_LEFT, 1327.5, 603.3>.",0,0.0,0.0,0.0
1372,,"None, no, none.","None, no, none.",1,1.0,0.0,1.0
1373,,"< c2,CAM_FRON","< c2,CAM_FRONT,653.3,494.2> is in front of < c1,CAM_FRONT_LEFT,702.5,590.0>, < c3,CAM_BACK,703.3,528.3> is behind < c1,CAM_FRONT_LEFT,702.5,590.0>, and < c3,CAM_BACK,703.3,528.3> is behind < c2,CAM_FRONT,653.3,494.2>.",0,0.0,0.0,0.0
1374,,Traffic light.,Traffic light.,1,1.0,0.0,1.0
1375,,No.,No.,1,1.0,0.0,1.0
1376,,Yes.,Yes.,1,1.0,0.0,1.0
1377,,Many pedestrians are moving.,Two pedestrians are moving.,0,0.75,0.0,0.75
1378,,No.,No.,1,1.0,0.0,1.0
1379,,"Many cars are parked, and one","Many cars are parked, and two are moving.",0,0.714286,0.544446,0.714286
1380,,Yes.,Yes.,1,1.0,0.0,1.0
1381,,"The action is none, the reason is","The action is to keep going at the same speed, and the reason is to maintain a safe distance.",0,0.4,0.0,0.4
1382,,No.,No.,1,1.0,0.0,1.0
1383,,There are many cars and one truck in,There is one pedestrian and many cars in front of the ego car.,0,0.6,0.0,0.4
1384,,There are many cars and one truck in,There are many cars and one truck in front of the ego car.,0,0.8,0.606531,0.8
1385,,"Yes, there are traffic elements in the","Yes, there are traffic elements in the front view.",0,0.857143,0.716531,0.857143
1386,,Low.,Low.,1,1.0,0.0,1.0
1387,,"< c2,CAM_FRON","< c2,CAM_BACK_LEFT,665.0,576.7> is behind < c1,CAM_FRONT,615.8,507.5>, < c3,CAM_BACK,1388.3,518.3> is behind < c1,CAM_FRONT,615.8,507.5>, and < c3,CAM_BACK,1388.3,518.3> is behind < c2,CAM_BACK_LEFT,665.0,576.7>.",0,0.0,0.0,0.0
1388,,Black sedan.,A person riding a motorcycle.,0,0.0,0.0,0.0
1389,,The ego vehicle is going straight.,The ego vehicle is slightly steering to the right. The ego vehicle is driving fast.,0,0.352941,0.0,0.352941
1390,,"None, no, none.","None, no, none.",1,1.0,0.0,1.0
1391,,Keep going straight.,Stationary.,0,0.0,0.0,0.0
1392,,Black sedan.,White van.,0,0.0,0.0,0.0
1393,,Keep going straight.,Stationary.,0,0.0,0.0,0.0
1394,,Going ahead.,Going ahead.,1,1.0,0.0,1.0
1395,,The ego vehicle.,The ego vehicle.,1,1.0,0.0,1.0
1396,,"< c1,CAM_BACK","< c1,CAM_FRONT,1085.0,520.8> is on the right lane, < c2,CAM_FRONT,1081.7,540.0> is also on the right lane, and < c3,CAM_FRONT,1291.7,602.5> is on the right lane.",0,0.0,0.0,0.0
1397,,None.,The ego vehicle.,0,0.0,0.0,0.0
1398,,No.,No.,1,1.0,0.0,1.0
1399,,"The action is none, the reason is",The action is to keep going at the same speed; the reason is that there is no safety issue.,0,0.380952,0.0,0.380952
1400,,Yes.,No.,0,0.0,0.0,0.0
1401,,The ego vehicle.,The ego vehicle.,1,1.0,0.0,1.0
1402,,The ego vehicle.,The ego vehicle.,1,1.0,0.0,1.0
1403,,Moderate left turn.,"No action taken by the ego vehicle will lead to a collision with < c2,CAM_FRONT,293.3,540.0>.",0,0.0,0.0,0.0
1404,,Black sedan.,Black sedan car.,0,0.8,0.0,0.8
1405,,"None, no, none.","None, no, none.",1,1.0,0.0,1.0
1406,,No.,Yes.,0,0.0,0.0,0.0
1407,,Two trucks are parked.,Two trucks are moving.,0,0.75,0.0,0.75
1408,,There are many cars and one truck to,"There are many trailers, two pedestrians, three barriers, and one truck to the front right of the ego car.",0,0.56,0.162326,0.56
